id,Instance_number,-0.361G2-0.35G3-0.347G1-0.288Medu+0.285failures...,0.393Dalc+0.384Walc+0.325sex_M-0.249studytime+0.225goout...,'0.374G2+0.37,-0.457Fjob_other+0.418Fjob_services-0.306guardian_mother+0.294guardian_other+0.236Mjob_services...,0.382guardian_other+0.329absences+0.279age+0.242paid_yes+0.225romantic_yes...,-0.473address_U+0.374school_MS+0.326traveltime-0.303reason_home+0.215Mjob_teacher...,'0.38,0.345freetime+0.297famrel+0.291activities_yes-0.276guardian_mother+0.262guardian_other...,-0.4Pstatus_T-0.366paid_yes+0.318reason_reputation-0.3reason_home+0.283absences...,'0.469Mjob_health+0.398Fjob_health+0.35,'0.4,-0.417Mjob_services+0.357Mjob_other+0.318Fjob_services-0.315health-0.279famsup_yes...,'-0.477famsize_LE3+0.347reason_other-0.309Fjob_health-0.261traveltime+0.24,-0.422famrel-0.274freetime+0.269Pstatus_T-0.254school_MS-0.239goout...,'0.49,0.372Mjob_teacher-0.344Mjob_health-0.328goout+0.299Fjob_health-0.282higher_yes...,0.395activities_yes+0.384romantic_yes+0.301famsize_LE3+0.257reason_other-0.248famrel...,0.509nursery_yes-0.353activities_yes-0.346higher_yes+0.298famsup_yes-0.256reason_other...,'-0.388studytime+0.35,'-0.349Fjob_health-0.329schoolsup_yes-0.321reason_home+0.27,'-0.54nursery_yes+0.29,0.542Pstatus_T+0.345famsize_LE3+0.285famrel-0.269freetime+0.227address_U...,'0.475freetime+0.33,-0.331Fjob_health+0.328health-0.29romantic_yes-0.262school_MS-0.258sex_M...,0.412traveltime-0.319Fjob_teacher-0.314famsize_LE3-0.242age-0.239paid_yes...,-0.442schoolsup_yes-0.34studytime+0.309Fjob_teacher+0.303higher_yes-0.268Medu...,0.384romantic_yes-0.373famsup_yes+0.333higher_yes+0.301failures-0.234activities_yes...,'0.361paid_yes+0.345address_U+0.315health-0.273famsize_LE3+0.27,-0.621failures-0.244Mjob_other+0.241freetime+0.227sex_M-0.219Fedu...,-0.372address_U-0.362studytime-0.334Medu-0.274school_MS-0.27sex_M...,-0.431famsup_yes+0.374paid_yes-0.329age+0.277freetime-0.259sex_M...,0.488sex_M-0.446Dalc+0.438goout-0.242activities_yes-0.229address_U...,0.468guardian_mother+0.362guardian_other-0.295school_MS-0.243Mjob_teacher+0.223Fedu...,yes,Cluster
193,192,2.928946,3.364795,0.436664,1.631011,0.607532,-0.6198,1.644944,0.704961,-1.859612,1.110419,1.699741,0.545827,0.964182,-0.217227,0.575525,1.788176,0.884779,-2.32873,0.383527,0.938365,-0.478438,-0.271995,-1.603304,2.083016,0.620288,0.867672,-0.063539,0.416459,1.301986,0.007053,0.005754,0.375354,1.007472,1,cluster0
194,193,0.136657,1.841488,-1.246867,0.43853,-1.867942,0.326671,1.823491,0.139379,0.763974,-0.698401,1.27539,0.34724,-0.381041,1.71839,0.967672,-0.016542,-1.516517,0.03718,0.827582,1.266005,-0.985774,-0.490667,0.799112,-0.509472,-0.471168,0.271571,0.118455,-1.016378,0.366954,0.592126,-0.891745,-0.64073,0.384247,1,cluster2
195,194,-0.244158,-0.691407,2.238738,-1.287855,-0.369964,-1.698345,-1.824269,0.947401,-0.699917,0.388265,0.59848,0.181076,-0.492479,-0.57864,-0.180068,-0.480946,-0.508768,1.005447,1.226947,-0.340364,-0.783241,0.606828,-0.775297,-0.638281,1.172844,0.198512,0.24544,-0.082381,-0.135565,0.260158,0.291983,0.072403,-0.315959,1,cluster1
196,195,-1.765431,0.393585,1.202521,2.741084,-1.4843,-1.229804,-0.282208,0.037294,0.659494,-0.508222,-0.483905,0.178476,-0.992489,-0.41074,1.150053,-0.953345,0.959549,-0.368577,-0.778934,1.529967,-0.527011,1.018373,0.375618,-0.034099,0.281216,-0.610581,-0.384681,-0.08463,-0.510152,1.354367,0.503552,-0.432108,0.24276,1,cluster2
197,196,-2.89103,1.701707,0.6511,0.124649,-1.176449,-1.57553,-2.820152,0.388378,1.02931,-0.169675,0.606771,-1.748212,0.908985,0.266457,0.267522,-1.373877,-1.840016,0.66454,-0.477341,-0.711839,-1.134134,1.743283,-0.6866,-0.036938,-0.871446,0.792546,1.045323,0.014831,0.295407,-0.187493,-0.209495,0.060019,0.407138,1,cluster4
198,197,0.731881,2.649754,-0.906322,-2.256435,1.158306,1.497116,-0.041923,-0.248154,-1.133385,-0.850961,1.867655,-0.142891,-2.716522,1.440794,-0.615586,0.390495,1.437277,0.037774,0.612449,-0.57486,-0.320796,0.391169,-0.992382,0.248962,0.478689,0.217816,-0.544571,-0.571657,0.053136,1.141928,0.775479,0.033192,-0.967469,1,cluster0
199,198,-2.708618,2.101086,0.406849,0.649495,0.946502,-0.510529,-1.947167,-1.209352,1.780337,-0.509184,1.978881,-1.329464,1.986552,1.248474,-0.532961,-1.537822,-0.992016,1.261648,-0.054202,-2.258163,0.15365,1.960051,-0.133315,0.315919,0.253558,1.652448,0.093295,-0.667916,-1.085864,-0.398057,-0.368091,-0.811824,-0.095594,1,cluster4
200,199,-2.469318,0.471264,-2.552552,-0.446535,-0.102382,1.479852,-1.334807,1.15768,0.65298,-0.463205,-0.227279,-0.309195,0.237327,-1.031959,-2.481911,1.149994,0.354986,0.874048,-0.838637,1.082273,0.582971,0.996984,1.112622,0.836619,-1.277034,1.17499,0.639461,-0.655483,0.549497,-0.057091,1.311785,-0.77676,0.268769,1,cluster4
201,200,-2.444285,0.725198,0.402929,-1.516965,1.46672,-1.029733,0.985378,-0.470751,-1.265131,0.944039,-1.144721,0.413728,0.41267,0.980033,-0.353784,-2.890785,-0.16077,0.008016,0.73144,-2.127878,0.737837,0.039573,-0.624961,0.611062,-0.256489,-0.403298,-0.55136,-0.389441,-0.576083,0.7893,-0.687145,-0.958952,-0.673702,1,cluster0
202,201,-0.110266,-2.095348,-1.287419,-1.611898,0.049619,-0.138023,1.629182,0.310591,0.067209,-0.032128,1.183658,0.920456,0.932306,-0.589845,0.125315,0.545019,0.551234,0.063885,0.523,-0.071602,-0.653825,0.121641,1.36043,0.078101,-1.006172,-0.148838,-0.179549,1.559076,-0.10937,0.42973,-0.032102,-0.456644,0.166284,0,cluster1
203,202,1.472634,-1.720745,0.801701,-1.383189,0.594067,-0.126243,0.870299,-0.363331,-1.541821,-0.148918,0.007205,0.208753,2.165515,-0.390196,-1.647621,0.642669,-0.292673,-0.292396,-0.569665,-0.041783,1.401531,0.206349,0.141844,-0.411977,0.03301,0.991815,-0.299062,-0.22012,0.380767,0.563244,-0.116782,0.389321,-0.066267,0,cluster1
204,203,1.684837,-2.344349,-0.402401,-1.090223,0.000472,1.189097,0.206323,0.252689,1.041568,-0.199503,-0.011533,0.337709,0.659739,0.269683,0.30174,0.773205,-2.008205,0.404946,1.697712,0.416707,-0.432552,0.638806,1.324066,0.036091,-0.073545,0.96888,-0.004836,-1.488006,0.217725,0.878981,-0.275963,-0.410208,-0.201294,1,cluster1
205,204,-0.360868,-1.031567,-0.528248,1.72765,-1.387424,1.155119,3.273479,0.905409,-0.488872,-1.677069,0.797247,-0.666254,0.654157,0.326885,1.263069,-0.308396,-1.215557,-0.238674,-0.809901,-0.186627,1.802965,0.060227,-0.869665,0.329553,-0.506504,0.578799,-0.530289,0.112829,0.324733,-0.528432,1.129255,1.272018,0.179673,1,cluster2
206,205,0.298531,1.533406,-1.884722,1.244162,2.132415,-0.55411,-0.095524,-1.642536,-1.156882,-1.035605,0.350488,0.15607,0.915613,0.645067,2.236402,0.416663,-0.814761,1.089586,-0.419285,0.023198,0.556089,0.005134,1.36459,0.556284,0.387472,-0.180896,0.310885,-0.753035,-0.081854,-0.267352,0.625351,-0.867119,0.299815,1,cluster2
207,206,1.706319,-0.754059,-1.72111,-0.040593,0.465354,-1.043648,0.536214,-2.43245,1.511658,-0.123915,-0.087807,-2.1678,0.185037,0.874885,-1.821807,-0.256433,-0.51019,-0.095044,-0.859954,0.809733,-0.048556,-3.200762,0.175897,0.531983,-0.029392,0.773373,0.498128,0.64859,-1.366763,-0.863701,0.53088,-0.400471,-0.593952,1,cluster0
208,207,-1.972314,-0.143988,-0.588752,-0.287207,0.261501,2.024834,-1.60312,-1.554119,-0.257322,0.576801,-1.815423,0.719621,1.737741,1.284026,-0.685496,1.070034,2.847344,-2.373364,-0.127152,0.10347,-1.546024,-1.303979,0.111957,0.362084,1.75975,-0.013837,0.269078,0.27864,-0.453702,0.053066,0.747139,0.145864,-0.165639,1,cluster0
209,208,1.128484,-1.084538,0.092526,-1.378767,-0.169311,-0.694527,-0.137747,-1.539724,-1.683521,-0.049427,0.345485,-1.770633,-0.439964,1.055676,-0.022905,0.507123,-0.22997,0.786182,0.371061,-0.00187,0.267351,0.518967,0.411804,0.745052,0.539971,1.215609,0.209568,0.707169,0.647436,0.882276,-0.105563,-1.000833,-0.414913,0,cluster1
210,209,-0.47145,-1.421365,-2.273483,-0.471122,0.558366,3.296381,0.380286,1.605042,0.183641,-1.197907,-1.053328,-0.614704,-0.469559,0.792048,0.864947,0.945301,0.664179,-0.083243,0.092106,0.467768,0.192432,-0.692748,0.431538,0.123098,0.436793,-0.483063,0.694978,-0.036798,0.362911,0.198206,0.78066,-0.525273,-0.108141,1,cluster1
211,210,0.534099,-2.512773,-0.171646,1.380407,3.425034,0.662238,1.080518,2.162719,-0.137505,-0.643723,0.25008,0.520677,0.492906,-0.28197,-0.436761,0.705986,0.117983,-0.139552,0.077801,0.58264,-1.895122,-0.335902,-0.809094,1.029237,-0.585404,-0.113677,-1.192841,0.307093,0.239836,-0.157136,-0.145109,-0.040033,0.870854,1,cluster2
212,211,-0.595116,3.056197,-0.502438,-1.458465,2.598457,-1.089,0.973525,-1.83778,-0.248016,-1.568169,0.337276,-1.271631,0.356488,-0.280328,0.747493,-0.27883,0.012571,0.638269,-0.410209,0.191568,-0.455718,1.635222,-0.723372,-1.481574,-0.301672,-1.105485,0.665932,-1.365543,-0.29473,0.114802,-0.392551,-0.125213,0.025861,1,cluster0
213,212,-1.059186,-2.598115,-0.024133,-1.457486,0.501238,-0.380877,0.695201,-1.440164,1.284419,0.481624,1.329423,0.257922,0.761196,-1.411847,-0.917341,0.27084,-0.399628,0.548073,0.072448,0.451311,0.541869,-1.754733,0.690513,0.370754,-0.873615,-0.231392,-0.099909,2.521681,0.010825,0.443581,-0.436805,0.727221,-0.136088,1,cluster1
214,213,1.792323,0.977547,-1.330222,-1.008798,0.851559,-1.640513,1.219366,-0.338491,-0.660186,-1.58489,-0.1381,-1.784388,0.207053,1.138865,0.715869,-0.089074,-0.157165,-0.112952,-0.367898,-0.758255,-1.36985,-0.305194,0.332737,-0.201537,-0.668515,0.966095,-0.493029,0.10361,0.641916,-0.567709,-0.291025,-0.161096,-0.384352,1,cluster1
215,214,-0.685778,-0.190265,-0.726227,0.139249,-0.571842,1.355343,-0.041035,-1.910505,0.566613,0.195348,-0.453132,-2.719884,0.739638,-0.230573,0.129313,1.38397,-0.250399,-1.501631,2.537173,0.889208,-1.588571,1.219508,-0.308837,-0.410199,-0.695019,0.061203,-0.43938,-2.221907,-1.251816,0.884651,0.831227,0.159977,0.514176,0,cluster0
216,215,-0.939571,-0.673693,2.186398,-1.640978,0.908595,0.801831,1.220952,-0.71993,0.457931,-0.652121,-0.498267,1.202736,0.386307,-1.362921,-1.783616,-0.012645,0.280573,0.896138,-0.011846,-0.032966,-0.044051,0.984281,-0.098412,0.001301,0.274376,0.599213,0.529638,0.324411,-0.461927,-0.038532,1.1992,-0.069876,0.861435,1,cluster1
217,216,2.234306,-0.119088,-1.826047,-1.063003,2.894393,0.732577,0.801083,-0.922562,1.131843,-0.447768,-0.930037,2.087156,2.092793,0.066244,-0.691347,-0.549071,-0.366602,0.340082,-0.35738,0.116212,-1.035424,0.058335,0.743548,-0.473607,0.899039,0.488994,1.637244,-0.062177,-0.934613,-0.767838,1.593373,0.048666,-0.061169,1,cluster0
218,217,0.812768,1.2199,-2.324786,1.213455,1.730556,-1.574893,0.651111,-1.950978,-0.243827,1.119084,0.623729,-0.820252,-2.642106,0.022245,-0.571677,1.23027,-1.266073,0.036103,-1.99157,-1.300055,-2.045166,1.222354,-0.52706,-1.876224,0.185859,1.12275,-0.823912,-0.97856,0.237012,-0.407694,0.094352,0.922107,-0.335417,1,cluster0
219,218,1.252311,-0.621689,-0.907244,-0.657222,1.070802,-0.319475,-0.581608,-0.920008,-1.724619,0.303779,0.858051,-0.927557,-0.362203,0.798554,-1.434501,-0.586569,0.119507,0.619818,0.501658,0.155799,-0.757915,0.619453,-0.23448,-0.048774,0.960591,0.517129,-0.702424,0.322908,0.616182,1.368102,0.50923,-0.572113,-0.701365,0,cluster1
220,219,-0.582615,-1.624239,-0.803684,0.474663,-0.527967,0.179562,0.558251,-0.02975,-1.13474,-0.627224,-0.686743,-0.457477,0.42625,-0.088592,0.208997,0.316868,0.123593,0.105244,-0.699391,-0.223071,-0.118456,-0.372905,-0.031761,0.797875,-0.453668,0.878256,-0.854638,0.404135,0.333894,0.309644,-0.446126,-0.34862,0.231224,1,cluster2
221,220,1.633893,-0.996484,-1.493818,0.825016,-1.754221,1.600871,1.744395,0.297058,-0.108611,-0.786502,-0.093956,0.843384,-0.518317,0.502663,0.706749,-1.013952,-1.223967,0.527407,-0.024995,-0.087787,0.465657,0.041839,-0.322282,1.386431,-0.084344,1.206748,-0.651912,0.27306,0.172162,0.737813,-0.923977,0.681102,-0.159691,1,cluster2
222,221,2.330546,-2.754726,-1.7901,0.04241,-0.351513,0.217679,1.286027,0.875464,0.47472,-0.342159,-1.900884,-0.071506,0.135865,0.210504,0.653779,-0.614669,0.536626,0.271702,-1.643499,0.693714,-0.04398,-0.233671,0.093901,0.731933,-0.181998,0.554473,0.326471,0.116088,0.171809,-0.061389,-1.21052,-0.428489,-1.021997,0,cluster1
223,222,-2.859179,-0.173046,0.771224,1.263643,-2.928475,-0.162313,-2.043676,-1.715578,1.714297,2.112804,1.672802,-1.093431,2.812866,-0.373585,-1.117478,0.020187,1.609359,-0.779181,-0.831689,-0.947735,-1.592933,0.073725,0.795721,1.494273,-0.432924,0.017668,0.723433,-0.117391,0.558051,-0.252036,-0.125361,-0.044217,0.679432,1,cluster4
224,223,0.95729,1.747037,1.236674,-2.426048,1.574322,-0.158773,0.316423,-1.602919,-2.083448,0.173708,1.998082,-0.242506,0.102275,0.696563,-0.053962,0.547154,-0.259414,1.695518,-0.996576,0.187549,-0.90895,-0.624623,-0.550983,-0.094488,-0.335969,-0.137779,0.221714,-0.011453,0.287431,-0.390326,-1.504998,-1.561194,1.212376,1,cluster1
225,224,-2.649224,-0.002035,-0.805444,1.06291,-1.022767,-0.520845,-1.430595,1.57944,-1.994789,-1.308527,-0.138579,0.162003,-0.19138,0.785674,0.769367,0.717513,-1.1114,-1.283949,-0.439394,-0.206559,2.131286,-0.194042,-0.152388,0.389242,-0.08151,-0.877455,-0.733363,-0.194234,-1.083128,-0.310951,-0.067404,-0.987897,0.088379,1,cluster2
226,225,1.718226,-2.087797,0.316854,-0.33371,0.314314,1.237839,0.311863,1.053398,1.746232,-0.677938,-1.452296,0.995392,0.614987,0.196511,2.190488,-0.13499,-0.748687,-0.274437,0.285667,-0.219309,-0.699499,0.055019,0.685572,0.23857,-0.355897,0.632529,1.269769,-0.441762,-0.392443,0.006207,0.277185,-0.400637,-0.308718,1,cluster1
227,226,-0.6734,-0.567777,2.397284,-1.352758,0.117038,-0.645151,0.264466,0.840089,-0.047624,-0.281086,-0.271602,1.059368,1.753448,-0.015044,0.598021,-0.280382,-1.044636,-1.606379,-0.455713,-0.765439,0.812428,0.901307,-0.489645,0.285241,0.214624,0.123885,-0.405947,0.3649,-0.902024,0.205741,-0.025043,-0.498559,0.021935,1,cluster1
228,227,-0.727034,0.68924,0.579014,1.858077,-0.535032,-0.950398,1.917504,0.276643,-0.333967,-0.815941,0.73424,-0.020006,-0.277496,-0.059662,-1.487085,0.817859,-0.893501,0.055669,0.168675,1.933958,0.722975,1.695779,-0.467352,-1.171313,-1.069521,0.170732,-0.106654,-0.590932,0.594592,0.019638,0.381344,1.217588,-0.582558,1,cluster0
229,228,2.00139,1.178145,-0.176111,-1.580165,0.688521,1.355706,1.448682,-1.754116,0.420571,-0.602744,1.980815,-0.289001,-1.45091,0.217217,0.93275,1.108902,3.050459,0.44704,0.655592,-0.495188,0.554483,1.562443,-0.654506,0.399448,0.117255,-0.884368,1.070905,0.695106,1.192713,-0.745368,-2.090777,-1.290726,0.743197,1,cluster0
230,229,0.456302,-2.028033,1.320462,-0.714245,0.609007,0.477896,-0.910305,-1.514778,1.733925,-0.297783,-0.464173,1.02206,0.14552,-0.300121,1.397238,-0.875279,0.395716,-0.625435,-0.855268,0.356799,0.554536,-1.684233,-1.393504,0.744624,1.089648,0.312137,-0.264719,1.142006,0.416551,-0.089433,-0.785315,-0.419161,-0.328756,1,cluster1
231,230,-1.872949,-0.588817,0.701589,0.433593,1.775514,0.235363,0.588436,-0.395957,1.511661,1.657316,-1.979907,1.788703,-1.131412,1.222436,0.081177,-2.00521,0.85582,-0.841166,0.671343,0.5696,-0.566982,1.603282,0.106746,0.848519,-0.354675,-0.835792,0.161357,-0.273764,0.30783,-0.001738,0.524142,-0.574307,-0.83739,1,cluster0
232,231,0.324988,-1.211683,1.23517,-0.956403,-0.020604,1.067974,0.326899,1.760717,-0.644206,-0.161119,0.82581,0.000467,-0.053416,-0.084761,-0.364516,0.541683,1.366449,0.87752,1.499884,-0.427768,-0.590559,-1.409941,0.119225,-1.005833,0.126068,0.896121,-0.649074,-1.067087,0.841878,0.719174,0.594536,0.360729,0.037719,1,cluster1
233,232,-1.755617,1.605091,-3.327191,-0.723793,0.483132,0.940562,-0.950601,2.291511,2.151357,-0.70375,0.469621,1.527865,1.840284,-0.690778,-0.448575,-0.148358,1.343578,0.334433,-0.652623,-1.441893,0.406617,0.940873,1.240261,0.297182,-0.653825,-0.020943,1.050514,0.436092,1.309254,-0.136966,-1.214361,0.858549,-1.097753,1,cluster4
234,233,-2.456704,0.637443,-0.321814,-0.796011,1.85551,0.215186,2.170338,0.514193,-0.704838,1.565178,-0.30788,1.286254,-0.128039,1.243711,-1.492735,-1.567899,-0.103463,0.358706,1.771541,0.107982,-0.983574,0.324649,-1.637434,-0.455346,-0.942582,-0.431764,0.205946,-0.06552,0.315241,0.22713,-0.411495,-0.361611,-1.180273,1,cluster0
235,234,1.564246,-1.613826,0.271966,-1.853163,0.331355,-0.848687,-0.915991,-1.267221,-0.758134,-0.453822,0.11175,-0.775732,-1.4414,0.538319,0.358718,1.277932,0.911712,1.063288,0.151845,0.447066,0.058781,0.221767,1.300111,0.34228,-0.122806,1.482259,-0.961249,-0.588603,1.156504,-1.277879,0.569795,0.976778,0.851771,1,cluster1
236,235,-0.121423,-0.79957,0.340936,-0.92809,-0.086607,0.665374,0.906656,0.854403,1.201651,-0.880028,-1.168216,1.187252,0.177268,0.30213,0.897106,-0.365873,0.432242,-0.000027,0.22813,-0.120808,-0.284172,0.50505,-1.268677,-0.298233,1.18225,-0.306532,1.422531,-0.210303,0.924265,-0.800654,-0.598477,-0.304582,-0.825754,1,cluster1
237,236,0.926151,2.253853,2.437575,-1.605743,1.857314,-1.36503,0.217177,-0.245507,-1.504318,0.206999,1.619101,1.097783,-0.523786,0.321098,1.304225,0.978492,1.5104,-0.885233,-1.551514,1.377948,-0.022579,0.482933,-0.53788,-1.091507,-1.27849,-0.600423,1.01756,-0.786705,0.768383,0.046398,0.612566,-2.009875,0.050756,1,cluster0
238,237,0.474492,-1.27171,1.65464,-1.276827,0.404424,-1.681041,-1.802083,-0.41874,0.203501,0.025443,-0.931982,-0.050153,0.798997,0.130356,1.908296,0.260093,0.153222,0.389274,0.075379,-0.080221,0.297285,0.110328,2.581388,0.239822,1.449495,0.729162,0.724831,-0.183546,0.675768,0.052825,0.76826,-0.746769,0.192295,1,cluster1
239,238,0.104291,-1.340367,1.386065,1.600714,-2.804119,2.276595,-0.795607,-1.331556,-0.069392,-0.196617,0.547337,0.932456,-1.302883,2.113058,0.186239,-0.802254,0.119039,-0.229714,0.139587,-0.617622,-0.097646,-0.769902,-0.662881,1.341168,1.067059,0.591749,0.005834,0.211294,0.245569,0.57165,-0.52469,-0.330828,1.328011,0,cluster2
240,239,3.96347,2.082636,-0.416733,0.693689,-0.645063,-0.986541,0.947353,1.191123,0.429473,0.103574,-0.941618,3.196973,1.248446,-0.930344,-1.364921,1.255925,-1.242855,2.952839,0.155339,0.236848,-0.641565,-0.281601,-1.040878,-0.678249,-0.576652,-1.081999,-0.425001,-0.126502,1.321137,0.174103,1.000537,-1.413251,-0.167551,1,cluster5
241,240,-0.525749,2.162045,0.079931,-1.905463,1.30265,-0.191884,0.859598,-0.164027,0.977386,1.537083,-2.370906,0.801424,-1.14629,0.893587,0.825595,-2.641781,1.616789,-0.447399,-0.337451,-0.310833,0.406246,0.461594,0.984095,1.23486,0.578088,-0.745216,-0.44472,0.204548,0.906284,-0.512162,0.404489,1.034568,0.882891,1,cluster0
242,241,-1.05595,1.542282,-0.942258,-2.116957,0.920937,2.077488,-0.794648,-1.01479,0.889482,-0.64034,0.33888,-1.251416,-2.088491,-0.154699,-1.014893,1.005135,-0.687404,-0.221578,0.237372,0.965586,0.667211,-1.791401,-0.774057,0.484696,-0.320195,-0.90281,-0.459251,-0.031516,-0.206142,1.033322,0.226423,0.985969,0.229338,1,cluster0
243,242,1.591617,0.51884,-2.60421,-2.286569,-1.024518,-0.314922,-0.818509,2.282095,-0.140892,-1.329511,-2.211723,0.5889,-0.806824,-0.840583,-1.517463,0.185523,-0.127945,-2.968852,-0.029587,0.451463,0.841567,1.337503,-0.647163,-0.235304,0.274985,-0.154976,-0.088392,-0.581041,0.23878,-0.107313,0.4649,0.930091,0.013923,1,cluster1
244,243,-1.760203,1.357661,-0.160464,0.816297,-2.6964,-1.512098,-0.247065,0.83821,0.229358,-0.86336,-0.495529,-0.107116,-0.187004,0.282801,0.810733,-0.732724,-1.237479,-0.630781,0.958282,0.855704,-1.012851,0.190574,-0.087394,-0.590299,0.457386,-0.189593,0.201,0.351074,-0.400525,0.23678,-0.296086,-0.253966,1.081705,1,cluster2
245,244,3.807187,-2.720023,-0.635973,1.088571,2.616503,0.238389,-0.002612,2.041608,-1.333007,0.277609,-0.040211,-0.865902,0.83956,-0.934836,-0.85388,0.420983,1.120706,-0.404026,-0.727311,1.349889,1.056215,0.16027,-0.928665,0.286496,0.973898,-0.088966,0.10885,0.06274,1.188456,0.029075,0.017103,1.204791,1.182947,1,cluster0
246,245,-0.872178,-0.446187,3.78082,-1.952865,-1.258012,-0.392558,-0.748427,0.037493,0.491727,0.579725,0.22609,-0.123001,-0.126731,0.253664,0.113431,0.040099,-0.170563,1.301489,0.634575,-0.519173,0.219464,0.373972,-0.045923,0.643666,1.934136,0.710975,0.441294,1.10492,-0.433116,-0.566878,-0.661014,0.548682,0.791611,1,cluster1
247,246,0.082657,-1.165645,2.116012,-0.726509,-0.597986,-0.534025,-1.580113,0.774982,0.134112,0.561852,0.339684,0.541468,-0.210674,-0.416796,-0.648511,0.131322,-0.8055,0.583911,1.654157,0.37258,-1.252506,1.066947,-1.068349,-0.427934,1.194156,0.036914,0.267654,-0.147216,-0.154003,0.31534,-0.517221,0.033012,-0.203911,1,cluster1
248,247,5.43998,5.580279,0.132986,2.375638,0.233736,-0.794177,0.989706,-1.359206,1.459831,0.104746,-2.197148,0.625631,4.220879,0.275392,-0.437567,1.996687,-0.564728,-0.031571,0.076802,-1.455132,0.194652,0.322426,-1.487465,-1.137651,-0.84113,-0.950189,0.826808,-0.679804,-0.456094,-1.115264,-0.756826,-1.233228,0.123793,1,cluster5
249,248,2.570082,0.350813,-1.76214,0.51264,-0.368682,0.668723,-0.699657,-0.297147,0.266849,-0.294297,-0.675258,0.903995,-0.944776,-0.299361,1.518247,0.051324,-0.8912,0.96936,0.015856,1.465389,0.174933,0.114734,0.893484,-0.134581,-1.038071,-0.264921,0.0015,-1.832083,-0.939963,0.361839,-0.522413,1.935749,0.817163,1,cluster2
250,249,0.538177,0.654572,2.914063,-1.857611,-1.367586,-0.73087,0.164198,-0.981186,-1.562743,2.320047,0.513229,-0.42458,1.87264,0.068983,0.345969,2.119786,-0.193201,-1.356448,-0.104034,1.351757,-0.509387,0.037897,-0.53271,0.263427,-0.387107,0.94316,0.682806,0.527579,-0.216313,0.43715,-0.040621,0.403283,0.185348,1,cluster0
251,250,3.255537,2.33362,-0.40737,-1.179791,-1.373695,-1.262468,0.5342,0.05722,1.539109,0.125847,-1.861407,-1.225389,0.914608,0.661756,-0.998869,0.080239,-0.937277,1.713579,-0.376427,-0.836197,-0.795618,0.477375,-1.102889,-0.366039,0.499645,-1.573408,-0.890069,1.520481,0.379425,0.089759,0.669519,-0.38803,0.603592,1,cluster5
252,251,1.095231,-1.142682,-0.064187,0.265595,1.098105,-0.294451,0.909462,2.352894,0.867811,0.690225,2.660924,-0.104908,-0.167043,0.053656,-2.018748,0.798636,0.265026,-0.735988,2.087959,-0.340513,0.949874,1.37771,-1.102809,0.217918,1.085596,-1.837109,0.803394,0.549266,0.570983,-0.398362,-1.064469,1.053739,0.211578,1,cluster0
253,252,3.638397,3.331446,-0.003705,1.293017,-2.60177,-1.275453,0.566269,-1.963485,0.366609,1.419174,-1.477238,0.197585,2.634852,1.55481,-0.598049,1.313758,-1.13126,-0.436519,-0.72198,-0.084495,-0.258427,0.40446,-1.838207,0.184829,-0.490883,-0.753803,-1.312751,1.122065,0.065635,-0.258681,0.091956,1.065964,-0.044234,1,cluster5
254,253,2.12106,-0.893709,1.35063,-2.117013,-1.909884,0.808723,-0.349488,0.688527,-0.139335,0.636826,0.675971,0.857331,-0.203353,1.65361,-0.081924,-0.183382,-0.142152,-1.62159,0.084761,0.132282,0.244867,-0.620674,-0.403489,-0.538565,0.197296,0.5608,0.269433,-0.338626,0.480997,0.424328,0.058564,0.492525,0.667673,0,cluster1
255,254,1.985938,0.297179,2.053842,-2.338185,-1.276306,-0.113905,-0.065264,0.636458,-0.440467,1.014749,0.594443,0.020776,0.442056,0.689833,0.306825,0.756505,-1.696583,-0.876482,-0.398366,0.727996,0.262176,-0.464489,0.756854,0.002113,-0.411593,-0.317809,0.884677,-0.694065,0.528612,0.726252,0.010006,0.163123,0.588088,1,cluster1
256,255,1.652524,0.106758,-0.205832,-1.570805,-0.734378,-1.070782,1.319324,0.378283,0.005203,1.404824,-2.169583,-0.664527,-2.070359,0.429086,-0.500994,-1.301428,1.027836,0.184688,0.951998,-0.381415,0.956151,0.451302,0.536044,1.450155,-1.011424,1.204373,-0.471545,-0.115487,0.292388,-0.274283,-1.244116,0.272136,0.06137,1,cluster0
257,256,-2.931762,-0.663519,-0.753531,1.427793,-0.039446,1.466262,0.880402,-0.121939,-0.579427,-2.180008,-1.186046,1.187776,-1.042805,0.180587,-0.223462,1.500752,-0.011509,0.121702,-0.885712,0.49913,0.514673,0.200066,-0.249581,1.646085,-1.014246,-0.091871,-0.569635,0.347308,-0.711376,-0.969163,-0.064983,0.13148,-0.173494,1,cluster2
258,257,-1.531554,-0.317339,0.112378,0.994711,0.446935,0.016538,-0.367167,-1.178483,3.384746,-1.405019,-0.626241,-0.417827,-0.617213,-0.533978,-1.776482,0.53555,-1.207861,-0.266167,1.123023,1.159264,-0.072462,-0.714824,-0.019793,-1.276443,-0.760234,0.143131,-0.62601,-1.309567,1.178767,-0.882736,-1.373358,-0.150618,0.435733,1,cluster0
